General Capability,Element,Sub-Element,Description,Level,Code,Indicator
Literacy,Speaking and listening,Speaking,"<p>This sub-element describes how a student becomes increasingly proficient at selecting language and using their voice to express and share ideas, appropriate to audience, purpose and task, in planned speaking situations. It includes the development of skills and techniques to demonstrate understanding through fluent, coherent, cohesive speech, for audiences and purposes specific to learning areas and for broader audiences.</p>",,LSSpK,
Literacy,Speaking and listening,Speaking,,Level 1a,LSECS1a,
Literacy,Speaking and listening,Speaking,,Level 1a,LSECS1a.1,"uses vocalisation, body movement or facial expressions in response to personal feelings and sensory experiences (e.g. looks pleased to be sitting in a particular place)"
Literacy,Speaking and listening,Speaking,,Level 1b,LSECS1b,
Literacy,Speaking and listening,Speaking,,Level 1b,LSECS1b.1,uses informal responses to indicate a single message with familiar people in familiar environments (e.g. smiles when dinner is served and pushes away unwanted food) (see Interacting)
Literacy,Speaking and listening,Speaking,,Level 1c,LSECS1c,
Literacy,Speaking and listening,Speaking,,Level 1c,LSECS1c.1,"uses conventional behaviours to communicate intentionally with familiar people in different contexts (e.g. single words, gestures, pictorial representations) (see Interacting)"
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1,
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1C,Crafting ideas
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.1,"speaks in short phrases or simple sentences about familiar objects, people or events"
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.2,"uses simple language to express feelings and needs and make simple requests (e.g. ""I’m thirsty""; ""Can I have a pencil?"")"
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.3,makes simple requests
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.4,indicates a preference when offered a choice (e.g. selects a fruit from a bowl)
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.5,"uses simple, appropriate personal greetings"
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1V,Vocabulary
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.6,uses a small range of familiar words
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.7,names common items from the environment or pictures
Literacy,Speaking and listening,Speaking,,Level 1,LSSpK1.8,uses mainly correct word order in simple sentences
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2,
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2C,Crafting ideas
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.1,retells personal events and experiences to peers and known adults
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.2,shares feelings and thoughts about the events and characters in text
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.3,retells key details or points from a learning experience or text viewed or heard
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.4,uses mainly appropriate word order
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.5,uses appropriate volume for small audiences
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.6,"uses rehearsed phrases to introduce themselves (e.g. ""Good morning, my name is …"")"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2V,Vocabulary
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.7,"uses simple connectives to join ideas (e.g. ""and then"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.8,"uses familiar spoken language to communicate connected ideas (e.g. ""Let's draw. I'll get paper and pencils."")"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.9,"uses simple adjectives and adverbs to add detail ( e.g. ""yellow"", ""quickly"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.10,"uses a small range of qualifying adjectives (e.g. ""nice"", ""good"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.11,"uses simple language to compare and contrast (e.g. ""smaller"", ""more"")"
Literacy,Speaking and listening,Speaking,,Level 2,LSSpK2.12,"uses common time and causal connectives to relate ideas (e.g. ""then"", ""because"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3,
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3C,Crafting ideas
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.1,"creates short texts using a few connected sentences, on familiar and learnt topics (e.g. retells a familiar story or describes a process)"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.2,speaks audibly and clearly to a familiar audience (e.g. own class)
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.3,uses some extended sentences
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.4,organises key ideas in logical sequence
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.5,provides some supporting details
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.6,"expresses causal relationships (e.g. ""when the egg cracked, the chicken came out"")"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.7,"provides simple justifications (e.g. ""I chose cherries because they are red."")"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.8,uses some varying intonation or volume for emphasis
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.9,regulates pace with pausing
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3V,Vocabulary
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.10,uses some precise vocabulary from learning areas
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.11,"uses connectives to sequence ideas (e.g. ""first"", ""then"", ""next"", ""finally"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.12,"uses vocabulary to express cause and effect (e.g. ""The excursion was cancelled because it rained."")"
Literacy,Speaking and listening,Speaking,,Level 3,LSSpK3.13,"uses some modal language to influence or persuade (e.g. ""should"", ""will"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4,
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4C,Crafting ideas
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.1,creates spoken texts for a range of purposes across learning areas (e.g. explains how the mathematics problem was solved)
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.2,"uses complex sentence constructions including relative clauses (e.g. ""The boy who drew the picture got a prize."") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.3,adjusts register according to purpose and audience
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.4,elaborates on ideas using a short sequence of sentences
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.5,incorporates learnt content into spoken text
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.6,sequences ideas and events appropriately
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.7,uses mainly correct grammatical constructions (e.g. pronoun references; noun-verb agreement)
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.8,varies volume and intonation to suit purpose and audience
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.9,plans and delivers spoken presentations using appropriate structure and language
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.10,"includes video and audio enhancements to spoken texts, where appropriate (e.g. includes slides or pictures in a spoken presentation)"
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4V,Vocabulary
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.11,experiments with vocabulary drawn from a variety of sources
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.12,uses adverbials to give more precise meaning to verbs (e.g. talking loudly) (see Grammar)
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.13,uses a range of vocabulary to indicate connections (e.g. consequences)
Literacy,Speaking and listening,Speaking,,Level 4,LSSpK4.14,"uses conditional vocabulary to expand upon ideas (e.g. ""If Goldilocks ate all the porridge the bears would be hungry."")"
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5,
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5C,Crafting ideas
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.1,creates detailed spoken texts on a broad range of learning area topics
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.2,includes details and elaborations to expand ideas
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.3,"uses connectives to signal a change in relationship (e.g. ""however"", ""although"", ""on the other hand"") or to show causal relationships (e.g. ""due to"", ""since"") (see Grammar)"
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.4,"uses a range of expressions to introduce an alternative point of view (e.g. ""in my opinion"", ""he did not agree with"")"
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.5,rehearses spoken text to accommodate time and technology
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.6,"controls tone, volume, pitch and pace to suit content and audience"
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.7,"uses technologies or audio and visual features to enhance spoken text (e.g. videos a spoken presentation with music, sound effect enhancements)"
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5V,Vocabulary
Literacy,Speaking and listening,Speaking,,Level 5,LSSpK5.8,"uses a broader range of more complex noun groups/phrases to expand description (e.g. ""protective, outer covering"")"
